counterparty_id,company_id
369762,1708543
370392,27484
370493,352194
370752,6744
370760,513722
370791,27484
370800,22984
370829,531559
370881,27493
374159,1650722
374623,1699
374644,1699
374739,1699
374761,13891
374779,511963
374783,506674
374797,1699
374801,1141
374807,1699
374812,1699
374820,1699
374858,511963
374876,6681
374893,1699
374896,13891
374927,14249
374936,1699
374973,533815
375011,511963
375014,6681
375031,509970
375057,1699
375058,1699
375072,1141
375170,1699
375190,6681
375205,511963
375213,13891
375320,1699
375335,1699
375395,1699
375438,509970
375442,6681
375699,1677922
375756,1699
375787,1699
375819,1699
375819,2575391
375865,509970
375932,13891
375947,1699
375950,1699
375973,22454
375980,509970
375985,8582
375997,1699
376070,1141
376201,509970
376249,13891
376251,42811
376273,1699
376289,509970
376292,533815
376330,6681
376488,1719705
376508,13891
376577,509970
376688,511599
376753,509970
376793,38854
376844,22454
376851,22454
376907,260507
377072,495982
377114,1699
377234,13891
377274,1699
377334,6681
377357,509970
377454,509970
377484,38854
377597,509970
377616,1699
377642,38854
377642,501844
377654,6681
377655,6681
377656,6681
377657,6681
377658,6681
377805,509970
377845,511963
377848,511963
377876,6681
377878,13891
377878,530396
377895,1699
377932,13891
377947,6681
377991,6681
378009,509970
378052,1699
378099,6681
378269,3386
378269,245513
378322,509970
378337,1699
378350,1690892
378401,6681
378402,1699
378455,441180
378554,509970
378568,509970
378628,11205
378642,509970
378820,511963
378826,511963
378829,1699
378949,509970
378962,14249
378963,14249
379021,509970
379050,6681
379051,38854
379053,6681
379099,1708318
379120,5911
379126,509970
379215,511963
379256,1699
379297,509970
379298,509970
379359,509970
379385,1720240
379433,259038
379433,260507
379585,1699
379605,1699
379643,1699
379764,1699
379859,3386
379874,1141
379993,509970
380017,3386
380056,506674
380110,260507
380112,260507
380113,260507
380114,260507
380126,260507
380162,509970
380367,260507
380502,260507
380651,437848
380721,1699
380786,38854
380805,260507
380827,260507
380855,260507
380894,1699
380895,1699
380983,1699
381141,3386
381162,511963
381212,509970
381229,1699
381257,3386
381258,3386
381266,260507
381337,509970
381378,1699
381400,1141
381475,184876
381478,1699
381528,1699
381541,1699
381542,1699
381650,509970
381651,509970
381763,1699
381788,1699
381951,260507
382004,260507
382085,260507
382085,371239
382099,13891
382168,1699
382237,1699
382244,13891
382268,260507
382333,1699
382497,1699
382659,1699
382660,1699
382662,1699
382670,1699
382672,1699
382679,511963
382694,533627
382696,14249
382696,260508
382702,14249
382709,1699
382719,1670435
382728,14249
382728,502731
382729,14249
382738,507702
382739,15117
382740,1699
382757,511963
382760,1699
382784,511963
382786,1699
382792,1721658
382826,6568
382853,1714
382913,1699
382916,505863
382945,1671654
383012,13891
383030,511963
383048,533815
383049,1699
383064,6681
383066,6681
383067,6681
383080,1699
383086,509970
383108,1699
383113,533815
383127,5911
383137,6681
383148,6681
383174,497847
383177,14249
383231,13891
383247,509970
383252,509970
383371,1684051
383426,6681
383481,1714
383514,1699
383642,509970
383659,509970
383677,511963
383755,27484
383865,1699
383890,507699
383914,6729
383921,1699
383926,1699
383927,260507
383927,1710950
383945,6681
385821,38854
385930,14249
386276,1711686
387741,4492
387976,38854
388201,4222
388490,1715311
388609,14249
390656,417229
391663,320280
392129,507736
392380,1725315
392535,4222
392537,14249
393411,4222
394024,507938
394288,507719
394575,1715881
394824,1650268
395048,1647182
395405,1718049
396427,507949
396800,527356
396815,1635026
398765,1708287
398994,170103
400199,1650268
400340,4222
400389,267244
400633,1650268
400861,294437
400965,511590
401110,17992
401142,535544
401233,1712715
401387,28336
401464,223931
401464,514839
401469,378180
401469,514839
401478,376117
401503,59076
401511,7575
401523,395802
401528,514839
401566,395793
401577,515562
401584,1673590
401587,22440
401587,513722
401596,6739
401598,10969
401602,14263
401605,20324
401605,57048
401610,20324
401612,513722
401614,6783
401614,2591950
401637,88453
401659,1691567
401674,278667
401686,515879
401691,282233
401711,724651
401725,512300
401743,71455
401764,501292
401766,271221
401769,12063
401776,66027
401780,395729
401790,75623
401791,12063
401793,12063
401794,71599
401813,513290
401813,2577086
401819,12063
401822,513290
401822,2577086
401826,373941
401826,513290
401826,2577086
401850,395765
401850,515563
401858,515872
401870,72200
401870,515867
401875,532481
401882,395756
401882,512300
401904,38854
401907,535148
401909,38854
401932,395742
401966,271776
401976,268835
401995,6736
401998,514855
402016,500677
402026,501077
402055,1649931
402142,522451
402147,1691895
402162,395778
402175,508880
402196,1691567
402208,10969
402274,155965
402317,1648501
402329,502485
402348,153916
402348,521694
402349,395767
402392,515867
402422,395782
402454,12063
402559,513290
402559,2577086
402568,1659857
402569,395719
402577,38717
402577,512300
402582,6783
402627,145172
402636,78119
402712,1649690
402762,724651
402774,2592901
402826,1649690
402858,724651
402860,513290
402860,2577086
402891,377654
402924,57886
402934,2591829
402949,506534
402965,289298
403010,1700444
403017,531559
403065,1126
403093,12063
403094,12063
403095,12063
403119,275371
403207,300597
403249,513722
403288,6866
403288,533614
403312,511711
403313,2593639
403572,514855
403702,1639618
403997,22164
403997,39177
404464,507829
404474,507179
404960,1722660
404963,27484
404970,18889
404972,26463
404983,11729
405015,10674
405028,15157
405030,15157
405033,39181
405112,29778
405112,394267
405113,188200
405113,509309
405117,29778
405117,529146
405148,294912
405171,276868
405195,507699
405256,371472
405301,39181
405331,344263
405338,29778
405367,534617
405373,29778
405419,452274
405526,26463
405527,29778
405554,210360
405555,529542
405829,39188
405838,11813
405844,93177
405853,509309
405869,344263
405895,344263
406014,1692587
406045,10674
406049,324592
406049,344263
406050,10674
406057,29778
406066,10674
406069,10674
406072,29778
406074,302721
406076,391854
406088,507829
406090,531333
406102,10674
406108,24837
406145,344263
406147,14181
406148,344263
406161,1638412
406163,1692594
406164,10674
406167,10674
406168,10674
406173,344263
406213,1714442
406549,508880
406911,28336
406994,797
407110,1650268
407126,243329
407141,1650268
407155,28336
407273,512755
407303,516089
409109,511963
409187,507772
409253,1699
409254,511963
409260,507684
409273,6681
410167,512545
410181,496970
410188,2587769
410210,40337
410321,512564
410474,540369
410820,40035
410821,1650900
411330,512545
411330,1684255
411333,7435
411354,6178
412027,176456
412234,37966
412407,516681
412708,336775
412720,45706
412976,713093
413164,37966
413354,166092
413444,257017
413463,506608
413500,42811
413580,517160
413731,270021
413751,162847
414007,87577
414057,7802
414118,512450
414135,27375
414232,145326
414346,341436
414738,1651455
414754,1650296
415291,1677741
415584,1685550
415757,1650907
415916,499830
415979,507829
416010,505434
416123,27368
416300,331420
416602,512729
417040,2712
417041,284469
417135,478422
417263,41803
417872,1692711
417942,229071
418068,42376
418110,1713731
418115,529993
418274,13703
418453,2587612
418530,1691201
418946,4492
418952,1701546
419321,1646940
419405,1692732
419634,516089
419648,2593266
420716,1692743
421044,529520
421822,292620
421822,515634
421894,5699
422034,363299
422391,309220
422420,2583140
422489,37966
422489,724598
422946,506674
423162,1681541
423213,41306
423236,1688634
423692,26484
423713,530139
423767,506686
423851,37966
423851,1686716
424059,512450
424166,27484
424279,37966
424330,512586
424518,65035
424619,409516
424662,2587769
425111,512586
425342,39720
425342,41306
425634,27368
425873,27446
425903,42811
426078,27446
426208,2587775
426250,529604
426266,1698862
426305,512586
426345,167943
426422,27368
426446,314133
426452,461411
426514,27446
426702,11982
426773,1657481
426774,37966
426774,1651853
426787,27368
426884,406393
427163,41306
427163,461150
427223,14249
427394,42811
427444,71126
427446,304815
428028,27368
428645,1699
428652,26530
428652,520786
428657,1699
428704,3386
428708,26530
428826,1699
428838,511963
428925,511963
428934,1699
428975,1699
429038,1699
429038,409084
429266,6783
429274,2591356
429597,9135
430294,512791
432374,527941
432426,2591068
438049,22454
438498,6736
438498,194432
438862,512299
439069,218091
439138,15545
439138,1663014
439702,5673
439833,1680563
440031,71640
440393,5673
440471,17946
441386,507829
441395,72933
441827,511963
442524,6736
442524,1693192
442539,1724902
442549,507699
442799,161432
444783,218487
444808,6744
444884,291243
444919,291243
444976,291243
444976,291807
445179,1692051
445297,506709
445365,14249
445365,391725
445424,278621
445435,511963
445524,14249
445534,260507
445560,1699
446099,10674
446158,28336
446416,38798
446452,638737
446512,512410
446527,512410
446595,421466
446676,17295
446685,512809
446746,14233
446746,423601
446834,512809
446841,173390
446856,512410
446884,637816
446913,17295
446998,512809
447090,512410
447145,512410
447156,512411
447208,637816
447287,512411
447361,1669100
447536,512809
447589,511963
447613,512410
447781,10969
447796,22900
447837,512410
447841,512410
447855,512410
447875,17295
447906,512410
447933,512410
447991,10969
447998,512410
448056,17295
448080,512410
448081,637816
448138,512410
448198,17295
448204,512809
448226,512411
448229,17295
448229,498855
448309,512410
448389,243101
448395,512411
448440,17295
448598,512410
448691,17295
448867,512411
448888,14233
448945,1627617
448989,637816
448990,512809
449011,511963
449067,512809
449160,512809
449176,512410
449193,512410
449586,637816
449653,512410
449688,17295
449722,512411
449759,17295
449779,512410
449936,512809
449948,512411
450055,512410
450073,512410
450142,10969
450198,17295
450277,512410
450293,512809
450309,17295
450337,512411
450453,512410
450457,10969
450462,17295
450545,512411
450607,10969
450610,512410
450638,512410
450715,17295
450763,17295
450776,512410
450796,10969
450926,637816
450930,512411
450964,512809
450975,512410
451016,17295
451042,17295
451059,512809
451079,637816
451149,512410
451194,512410
451225,637816
451354,10969
451360,512410
451396,512410
451397,512410
451408,512410
451452,512410
451574,512410
451580,512410
451674,17295
451674,536676
451675,512809
451679,10969
451761,512809
451776,10969
451800,14233
451823,17295
451853,512411
451890,512410
451908,512411
452092,10969
452097,512410
452195,14233
452430,512809
452465,512411
452468,512809
452629,512411
452638,14233
452693,17295
452695,512410
452785,512410
452914,637816
452919,512410
453021,512809
453047,512410
453176,512809
453213,512809
453220,17295
453537,1649947
453782,178366
453832,24091
453890,38854
454113,312164
455274,224648
455543,285185
455601,162847
455758,814
456234,1719597
456273,1724416
456699,362262
456715,3084
456715,262032
456897,1650102
457034,233364
457167,22950
457239,3046
457306,302729
457522,8138
457552,7575
457768,12063
457863,14249
457865,14249
457866,14249
457870,14249
457875,14249
457876,14249
457880,14249
457882,14249
457890,38854
457893,14249
457904,14249
457906,14249
457930,14249
457932,38854
457933,14249
457938,1635004
457946,38854
457962,14249
457969,14249
458004,14249
458007,14249
458060,1713040
458063,14249
458070,14249
458086,14249
458087,14249
458091,14249
458108,14249
458109,14249
458124,14249
458124,1635007
458128,38854
458130,14249
458133,14249
458135,14249
458147,14249
458169,14249
458188,14249
458190,14249
458192,14249
458196,38854
458213,14249
458218,14249
458230,38854
458233,14249
458236,14249
458237,14249
458239,14249
458246,14249
458256,14249
458258,14249
458265,14249
458275,14249
458275,397464
458276,14249
458287,14249
458287,1717996
458290,14249
458304,14249
458305,14249
458307,14249
458308,14249
458309,14249
458317,14249
458318,14249
458323,14249
458335,14249
458346,14249
458348,14249
458358,14249
458359,14249
458372,38854
458373,14249
458401,14249
458409,14249
458414,14249
458455,291243
458456,260507
458459,14249
458459,369937
458477,14249
458485,14249
458494,14249
458511,14249
458522,14249
458525,14249
458526,14249
458528,14249
458529,14249
458533,14249
458537,260507
458537,363360
458544,14249
458545,14249
458547,14249
458558,14249
458559,14249
458562,14249
458568,14249
458586,27446
458634,14249
458639,14249
458646,14249
458651,267708
458658,14249
458668,529311
458673,1699
458680,14249
458682,14249
458683,14249
458697,14249
458711,14249
458717,14249
458719,14249
458723,14249
458727,14249
458733,14249
458748,14249
458749,14249
458750,14249
458750,440679
458757,14249
458766,27446
458774,14249
458775,1699
458781,291243
458782,14249
458783,14249
458791,14249
458793,2595794
458794,2595794
458796,14249
458799,14249
458803,14249
458805,14249
458807,14249
458809,14249
458813,14249
458825,14249
458826,14249
458835,14249
458845,38854
459160,443813
459837,1694342
461456,26584
461833,369
462156,1692780
462267,21386
462432,1697822
462491,1650348
462639,27368
463189,6729
463512,1141
463512,716343
463603,31537
463706,15545
463840,1715945
464235,1141
464419,1225
464425,1635991
464454,60523
464513,1225
464578,1141
464974,508053
465006,7747
465030,508053
465033,7747
465036,508128
465039,710291
465045,27451
465053,36688
465222,401921
465239,7250
465247,638092
465261,1662077
465261,1703915
465280,511669
465662,36122
465729,1660219
465744,360162
465943,169187
466089,42811
466288,1696929
466809,73536
466852,1698917
466890,1694342
467117,211599
467406,11982
467766,14249
468562,633759
468918,2592208
468926,1719205
469409,63651
469713,24097
469786,6461
470728,13990
471084,37966
471272,166287
471338,508895
472315,25185
472382,1709793
472430,1694342
472460,27446
472656,283955
472733,1657562
473137,1683907
473265,27368
473406,30768
473585,27446
473586,27446
473586,1657061
473714,27446
473877,27446
473892,20028
473948,507699
473967,41981
474002,29924
474003,17398
474111,49303
474111,503327
474174,6822
474175,27444
474175,512809
474175,527810
474730,512411
474739,6822
474739,18917
475243,20324
475527,395792
491700,1492
491715,1492
491717,22889
491717,52188
491718,4492
491744,527574
491749,1551
491752,1492
491764,4510
491764,6759
491765,6759
491765,497812
491765,2595804
491773,4509
492182,41652
492184,14398
492184,17874
492209,509970
492336,6681
492792,126636
492828,27446
492857,395705
492864,509182
493019,329351
493340,12195
493340,39177
493341,9066
493341,39177
493342,30407
493474,39181
493874,2593717
494653,377754
494708,1649871
495075,6736
495122,218091
495212,2581593
495231,6783
495344,514855
495705,515879
495751,515563
495925,516089
495994,514430
496570,382825
496913,363994
497061,6681
497073,6739
497230,27484
498371,508242
498639,797
502529,5386
503046,14247
503168,534588
503957,713093
504264,253605
505256,237826
505405,1655833
505647,27368
505982,36179
506625,332675
507388,310898
507590,2583661
507723,477109
507838,507699
508186,40035
508337,632458
508425,1698917
508425,2575796
508534,10674
508852,1699
508852,496058
508868,501821
508869,37201
509361,507719
509362,506950
509364,2485960
509870,54775
510102,1141
510123,1141
510148,1141
510149,1141
510150,1141
510162,27484
510165,1141
510167,6759
510168,6759
510169,6759
510170,6759
510186,6759
510187,6759
510192,6759
510423,1141
510494,1141
510502,26530
510520,3386
510730,515899
511151,9444
511156,8876
511156,260700
511158,7442
511164,38854
511165,6759
511169,509035
511173,471386
511564,637816
511565,27484
511567,637816
511569,637816
511571,637816
511574,637816
511575,637816
511608,27484
511609,633684
511621,637816
511646,637816
511686,637816
511821,512410
511885,148350
511960,2593227
511969,34398
512155,59667
512190,27368
512193,1644188
512194,1719572
512197,1698527
512280,1699
512280,1720960
512298,1699
512303,1699
512303,1711442
512338,6553
512340,509419
512353,507699
512354,6761
512354,505620
512361,508775
512365,1635081
512369,1704069
512370,6713
512372,1724902
512373,6716
512835,529655
513753,398433
513760,503661
513767,360932
513844,39023
514137,55454
514255,347649
514279,637620
514284,10969
514295,512300
514457,39177
514478,190505
514510,6761
514577,1725228
514648,285087
515132,515686
515361,6761
515634,283134
515634,512410
515652,11982
515846,37108
515979,512410
516064,512410
516358,6822
516550,512410
516550,1713529
516865,512411
516939,1709126
517179,512411
517357,6822
517453,11982
517497,37108
517515,447832
517655,1657498
517995,512411
518044,532059
518047,395794
518047,515686
518461,6822
518586,516305
518963,6783
519079,6822
519079,354344
519198,379232
519266,512411
519502,6822
519715,6761
519720,6822
519872,396568
520097,6761
520097,305910
520099,6761
520208,6822
520555,512411
520590,6822
520747,422820
520747,512411
520912,41498
521009,12063
521151,447832
521186,512410
521484,528248
521484,532059
521519,512410
521660,11982
521726,6822
521727,528254
521824,36195
521824,41498
522063,512410
522081,243227
522179,512411
522250,512410
522292,353823
522715,532059
522722,512411
522901,512411
522911,512411
522996,512411
523098,515686
523228,512411
523326,512411
523597,424611
523597,2591829
523620,6822
523620,354379
523783,424880
524156,6822
524206,7575
524286,6761
524588,1141
524681,8202
524735,512410
524829,16864
524900,511496
524902,512410
524997,6822
524997,354376
525494,6761
525494,2591229
525707,7575
525782,1725662
525882,422818
525882,512411
525885,532059
525977,512410
525977,2572552
525989,7575
525989,2591732
526194,942
526194,1628329
526517,37108
526755,6822
526755,496687
526937,1698160
527056,512411
527105,353124
527315,637816
527527,512411
527737,6822
527827,7234
528394,512411
528415,10969
528415,1679860
528496,511496
529130,283098
529294,6822
529516,512411
529577,512809
530002,719845
530469,18041
530469,21844
530469,2590015
530497,27380
530595,506839
530609,2587832
539143,4222
539499,1650268
539518,508022
539658,3381
539658,22454
539785,41803
539785,497120
539790,505826
539791,1861
539792,405675
539945,7724
539957,508967
539970,67292
539975,20256
539975,24799
539976,73559
540033,26586
540070,20256
540091,4492
540091,6875
540096,13757
540105,508072
540110,507729
550649,515563
550651,516025
550684,29672
550909,1691567
550927,12063
550950,6173
550960,281591
550960,516025
550972,1691567
550975,513722
551019,513290
551019,2577086
551021,12063
551048,6783
551055,20324
551061,14249
551061,279679
551062,6783
551062,520461
551071,395785
551086,507949
551087,515563
551092,1691567
551096,6459
551117,395791
551117,515691
551157,6783
551161,12063
551278,513290
551278,2577086
551290,514839
551309,515563
551585,12063
551645,1684911
551830,12063
551844,513290
551844,2577086
551970,6783
552026,6783
552105,528357
552178,507576
552295,1684911
552327,508022
552418,509174
554667,507636
554789,324920
555138,507576
556290,41498
556290,386061
556413,7798
556445,1681031
556450,12063
556497,8074
556499,6822
556523,510849
556524,6744
556531,344072
556531,512300
556551,512299
556577,515665
556600,517165
556656,6783
556679,278664
556691,324920
556709,6783
556709,8063
556745,506782
556746,42811
556765,507179
556789,942
556820,6783
556841,2586785
556861,42811
556890,527919
556916,516635
556936,7575
556951,12063
556986,2582734
557135,12063
557145,512300
557149,6761
557149,305891
557275,507179
557370,638622
557455,283283
557461,632780
557527,183557
558093,942
558093,632273
558140,1640754
558323,374149
558371,153708
558449,407021
558449,441022
558663,325044
558677,12063
558685,1648935
558698,508880
558761,724651
558884,291920
558956,503839
558977,1694768
558982,217962
558996,5699
559176,508880
559186,508880
559211,283098
559211,514855
559260,381814
559260,381815
559284,2593763
559293,340717
559310,515867
559376,508880
559409,515783
559544,268385
559554,339746
559634,1649855
559675,336743
559694,38854
559698,395755
559713,632873
559726,515879
559728,510849
559781,797
559798,12063
559857,7575
559863,1724902
559974,527941
559991,42811
559991,230887
560111,12063
560111,503119
560132,2592014
560175,284096
560175,515665
560186,8074
560186,379236
560190,516089
560216,1644487
560347,157739
560415,1655833
560480,39177
560496,395707
560496,515562
560516,510533
560580,356224
560623,507699
560727,12063
560733,38854
560733,246419
560741,20324
560812,42811
560852,1649690
560863,41498
560876,4048
560911,6783
560931,12063
560932,381814
560932,381815
561026,381814
561026,381815
561068,376788
561161,864074
561177,522451
561249,1686158
561409,5673
561434,6744
561715,2591334
561726,12063
561789,1649689
561789,1649690
561789,1691499
561903,398963
562851,508880
562907,42811
562907,230887
563749,1656691
564354,513722
564445,712579
564474,506782
564776,6684
564825,275843
596753,6461
596795,10969
611044,527701
628796,1649690
628834,513290
628834,2577086
633232,14249
633236,6459
633238,6744
660945,7414
664728,1141
665141,14249
665228,38854
665488,14249
666463,507707
666588,507707
666989,54851
667122,1668
667804,27425
668844,16531
673451,22454
674325,346423
677138,14249
677304,1721658
679078,38854
680709,38854
680962,20983
683964,8165
684256,38854
686996,507707
687538,241390
690054,7414
690147,38854
690147,495893
690247,498118
690381,1721658
690412,1721658
692438,14249
692443,14249
692651,17295
692662,513032
692672,514855
693050,517150
693052,517150
693067,282306
693117,320029
693249,9134
693765,515563
693865,1649856
693989,1534
693992,511700
693992,637171
693995,502316
694087,5396
694101,514839
694163,6783
694529,1669100
694733,507179
694842,11982
695848,38854
696223,632780
696373,169168
696386,6716
696393,22950
696419,513290
696419,2577086
696444,2574881
696450,374565
696451,69826
696454,49664
696454,517150
696455,415764
696470,522548
696481,512026
696489,8074
696560,6400
696585,308767
696600,381091
696601,517150
696606,400179
696620,1719831
696627,325358
696693,7447
696697,1534
696697,360980
696700,415976
696872,1699
696872,317730
696889,1699
696988,509970
697053,12063
697106,41803
698084,1692743
698390,1725137
699211,1637146
699246,291912
699309,7639
699373,440812
700299,507949
700442,42811
700524,1685278
700782,26530
701352,426622
701528,27446
701558,512390
701596,41306
701915,406393
701962,33697
701994,26584
702009,534589
702271,27446
702522,38824
702647,39181
702669,17295
702842,512299
703380,1650030
703389,507486
703391,361532
703391,504071
703391,516068
703404,507486
703410,507486
703415,516068
703469,1719536
703483,1126
703538,722216
703853,288817
703872,6783
703964,13990
704194,515783
704203,4222
704291,3386
704417,8805
704419,17295
705018,461995
705071,513290
705071,2577086
705154,1677742
705206,302730
705219,302732
705239,27446
705241,27368
705241,1647242
706432,12063
706548,4037
706808,314128
707132,504065
707336,6681
707426,571
707727,1700433
707742,1657452
708694,512809
709620,637816
709819,512809
710523,6783
710931,2593822
710961,6783
710969,1704220
711082,38854
711137,278352
711217,7447
711225,502808
711280,7447
711393,6729
711446,38854
711474,6681
711482,6729
711518,6729
711648,6759
711655,22950
711767,22923
711768,22923
711769,22923
711770,22923
712082,9469
712103,7447
712199,6729
712472,14249
712737,227827
712742,6783
712742,419631
712764,6783
712945,509970
713148,14249
713148,279721
713148,1688516
713300,1686139
713456,1656704
713847,409523
715338,27484
716890,2587769
717974,509970
717981,509970
718002,509970
723455,41981
723470,41981
723470,252445
723471,41981
723471,49944
724066,38854
724072,171941
724094,506782
724832,6761
724849,533815
725268,507736
725459,507707
725514,1724628
725560,2485960
725562,4224
725653,1721658
725654,1637146
725908,38854
725954,6172
726028,21844
726028,2590015
726031,1713023
726168,34898
726169,2587775
726315,507736
726473,513302
726586,533815
726610,30382
726611,527941
726647,533815
726726,507719
726743,38854
727036,1682787
727244,1699
727282,311512
727282,311519
727295,1655833
727328,511963
727413,38854
727544,1662555
727562,2593698
727702,21844
727702,2590015
727950,533815
727977,1721658
727979,463403
728011,21844
728011,2590015
728099,1721658
728111,1713782
728157,38854
728293,21844
728293,2590015
728305,1699
728398,8255
728463,21844
728463,2590015
728787,507775
728994,33211
729020,7575
729020,170258
729033,6586
729130,1700386
729337,533815
729419,413064
729775,1714086
730103,499657
730255,508967
730273,5396
730277,14050
730277,534842
730599,6783
731245,356437
731246,364129
731398,1686158
731814,512299
731823,1691731
731985,507699
732039,1698363
732616,320551
732655,356449
732659,10674
732785,302723
732790,364128
732871,1689992
732875,1717181
732875,2574881
732877,315393
732959,334303
733015,514855
733389,2586640
733508,1649888
733510,531333
733554,21844
733554,2590015
733963,376152
733963,512410
734033,451031
734088,451031
734112,451031
734177,6822
734397,512410
734876,1699430
735026,514329
735560,530201
735846,511711
735942,512586
736139,14249
736251,40035
736414,5674
736589,37966
736655,2485960
736930,511599
736931,7575
737087,1649871
737560,10674
737693,2595764
737954,33952
737982,247685
737989,512450
738026,512729
738291,210360
738336,529156
738409,41306
738409,278099
738421,39977
738498,506762
738520,509309
738521,509309
738533,15157
738533,419354
738553,39181
738571,29778
738689,29778
738689,505235
738696,6759
738696,376176
738808,17946
738911,36172
739001,15157
739055,423764
739107,26463
739146,3192
739146,320227
739198,297494
742055,13990
742280,342598
742310,342598
742381,342598
742966,1126
743035,5396
743114,1682356
743119,515634
743171,12063
743207,257017
743207,507628
743238,632873
743322,38844
743468,506686
743501,6176
743502,6176
743549,153642
743575,13645
743593,170424
743615,406393
743648,6783
743657,506782
743704,40035
743735,511242
743752,32919
743752,509367
743768,506144
743781,16331
743787,1724902
743789,507684
743843,5673
743877,1574
743915,508801
743925,512545
743977,409231
744020,8876
744045,17295
744152,498912
745905,507015
746121,1740
746549,506686
746611,8138
746647,38854
746651,310791
746658,14249
746782,1694343
746811,391244
746854,531268
746906,507699
746943,1680625
746998,503392
747029,4224
747031,507684
747051,26484
747064,22454
747074,511963
747078,508880
747236,15996
747251,531631
747303,5259
747312,531414
747394,11982
747433,507699
747496,506674
747545,1574
747586,40035
747595,22950
747638,22454
747781,531414
747920,2485960
747924,1141
747951,1141
748003,2485960
